Comment,Polarity,Sentiment
"Wasn’t a flop for me, I thought it was great. I welcomed a film which was different from the usual marvel/DC, people don’t like this film because it’s musical plain and simple. Performances were excellent in this movie and story is complex.",0.12946428571428573,Positive
These days I only go watch movies that I either know that are somewhat good or that I want to support from some other reason if they are not that good. Marvel movies are No No and also any new Star Wars movies. So fuck you Disney. Also fuck you new Matrix makers.,0.09346590909090907,Positive
Tim Dillon said it was garbage and he is in it,0.0,Neutral
"Top Gun Maverick is an outlier, and is a great followup movie years after the fact.",0.65,Positive
"Matt, my partner works in the film industry. She 29, a second assistant editor working closely with someone who has 20 years experience - some of the biggest films in cinema. This WOKE push is killing the industry - AND PEOPLE&#39;S JOBS!!!!!! Rings of Power is so woke that people aren&#39;t watching it - as much as I agree it&#39;s unwatchable, I cannot see they will commission the 3rd series (or at least reduce the budget). This is costing a lot of peoples jobs! Same for KAOS. Again, awful story telling and unwatchable, turns out they are not commissioning the 2nd series. It&#39;s because they forced in a female director that obvisouly isn&#39;t good enough. That&#39;s 1000&#39;s of peoples jobs GONE!!!! WOKE BS must get cancelled in the movie industry. This needs to be spoken about how it&#39;s destroying peoples livelihood. It&#39;s the same for the gaming industry, with the majority of staff with blue hair and adding trans characters. This bs makes me so mad! Cannot believe our society has allowed a tiny minority of people to take over the entire entertainment industry and fill them with false realities. People walked out of the cinema in the Joker film - that was worst film i&#39;ve seen for a while.",-0.16611842105263158,Negative
Skip this and watch Terrifier 3 instead.,0.0,Neutral
A good movie can be followed by a great movie. It does not seem to work the other way around.,0.4583333333333333,Positive
Terminator 2,0.0,Neutral
Aliens is an exception that rule you mentioned.,0.0,Neutral
It wasn’t a dissaster<br>It just wasn’t great <br>And I think we all get confused thinking we will see the super heroes joker! Anyway,0.2722222222222222,Positive
"It’s like seeing a beautiful, scrumptious cream cake in a magazine. I obtain all the ingredients, follow the prepping info,bake to same standard and Hey Ho!~ It’s absolute crap!",0.010000000000000009,Positive
The first 100 years of Hollywood were great.,0.525,Positive
"Hate to be that guy, but Terminator 2 was better than the first, and there was no plan for a sequel when making the first.  Only mentioning because Terminator 2 is amazing!",0.15833333333333335,Positive
82% drop.,0.0,Neutral
The cast Lady Gaga and her monsters decided it&#39;s going to be the best film ever made and she&#39;ll get an Oscar. Serves you right. Joker is a villain. He&#39;s not a poor boy who got bullied and then killed. Justifying evil is what they do. These villains represent evil and wrong doings and criminality. They are not to be looked up to.,-0.17346938775510207,Negative
The amount of people that can&#39;t speak out some basic french words properly is shocking,-0.3333333333333333,Negative
"Short answer is, they made a damn musical. Like yeah, nerds love nothing more than a good old fashion musical, ah, NO. Sequels, we actually get.",0.225,Positive
An Expert on sequels he is not,0.0,Neutral
Oh it was total 💩,0.0,Neutral
"Exceptions to the &quot;unplanned sequels suck&quot; rule: Alien 2, Terminator 2, both JC movies.",-0.25,Negative
"I didn&#39;t see the movie that way at all. It was a pretty good movie. - First off, the Joker doesn&#39;t die. He gets stabbed. That&#39;s it. Maybe he dies or maybe the guard comes looking for him and takes him to the hospital.",0.39999999999999997,Positive
I think the problem is even tho they announced that the sequel will be musical they made sure the trailers were showing us a proper plotted movie instead of an actual musical-themed film.,0.125,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=21"">0:21</a> wait lol Matt thinks they spent almost $400 mill JUST on marketing 😂😂 what",0.35000000000000003,Positive
"The Joker was a funny, liked character in the Batman series, but these bitter Hollyweird liberals turn it into some kind of a psychotic loner freak,",0.17,Positive
"It’s a joker was a funny fun like character in the Batman series, but these bitter Hollyweird liberals turn it into some kind of a psychotic loner  freak",0.11000000000000001,Positive
<b>Dune</b> ...Now THAT&#39;S a <b>movie</b> <b>!</b> <b>!</b>,0.0,Neutral
"I have no clue the actual numbers, but as far as movies having <b>planned</b> sequels, Dune 2 (&amp; 3 for that matter, eventually) probably did amazing, as well as not having almost ANY &quot;woke&quot;/ghay crap. Dennis Villanueva, idk if he&#39;s actually a cool guy, I assume not, but he made a movie completely free from all that dumb sh*t that drags down EVERY other movie made in the last fkng DECADE, &amp; I hope audiences repaid him with resounding attendance in theaters &amp; rentals/streaming etc.",-0.0005555555555555563,Negative
I love Trump and most right wing people but this guy is impossible to like haha idk why he just got recommended to me,0.1638095238095238,Positive
The joker 2 is a joke,0.0,Neutral
"I liked it. It was a cool alternate  timeline for joker, one where he can’t live up to the expectations of a “crime lord”. Every time he detaches from reality it’s a music number. I felt like it was a nice close to the first film, the insanity crescendos and the man who shanks joker takes on the persona, you can see him cutting up his own mouth behind Joker. It wasn’t the best but it also wasn’t the worst and I think a second watch is needed for most people. It’s all fun.",0.16688311688311688,Positive
I guess Hollywood doesnt wanna make money anymore 🙄 if you make a good movie without lecturing messages and PC culture now.... you will make a shitload of money. Top Gun Maverick. Nuff said.,0.6,Positive
Joker 2...yawn....Zzzzzzzz,0.0,Neutral
20 years from now people will look back and say &quot;joker 2 was ahead of it&#39;s time&quot; and &quot;it&#39;s not as bad as audiences thought&quot; just like other sequels like Halloween 3 or Nightmare on Elm Street 2 which got bad reviews when released,-0.3812499999999999,Negative
"Come on, Matt, don&#39;t be a party pooper! I really enjoyed the movie. I went to see it with a friend of mine who is visiting from Japan. We both really liked the movie. Two crazy people going back and forth in their own minds. I also like the music. I don&#39;t think this movie is for people who do not know the history of Joker. As a fan of Joker, I think it was a good movie. People who are really into the Joker and Harlequin would have enjoyed the movie.  Look, I am a big critic when it comes to Holywood stuffing up with comics characters. This time, it was a very enjoyable movie and I really enjoyed the take on the delusional singing fantasies. You are being too harsh.",0.2875,Positive
"Glad to hear it&#39;s a flop.<br>F Hollywood!<br><br>I think MW needs to make his own superhero movie.  <br><br>Beard Man!     <br><br>Hey, i&#39;d buy a ticket to that!",0.71875,Positive
"If the fans never watched it,  did it ever exist 🤔",0.0,Neutral
Studio &quot;Todd you will make another Joker&quot; <br>Todd &quot;I&#39;ll do my best. 😉&quot;,1.0,Positive
Greatest sequel of ALL TIME is Empire Strikes Back!!! Better than the original.,0.46875,Positive
"The first one was good. I watched the second one on the seven seas because I wanted to see if it was as bad as they said. And it was. I don&#39;t know why they had to sing everything, only to find out that the whole movie has no meaning and he&#39;s still sitting in the asylum and daydreamed it, then have him get stabbed, and we know that isn&#39;t real either. So it makes no sense.",0.09285714285714287,Positive
this is hollywood punching anyone who liked the original movie.,0.4875,Positive
"If you take all the money Disney et al have lost the last 2 years, everyone needing money because of the hurricanes would be fine.",0.20833333333333334,Positive
Home alone 2.,0.0,Neutral
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=300"">5:00</a> u skipped the part where Arthur was raep by the old geezer WHITE COPS",0.05,Positive
